dataset,original_output,original_text,perturbed_output,perturbed_text,run_type
movie_review,0,goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,0,goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,jin
movie_review,1,. . . a fairly disposable yet still [[entertaining]] b picture .,0,. . . a fairly disposable yet still [[fooling]] b picture .,jin
movie_review,1,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[rewarding]] .",0,"it may not be particularly innovative , but the film's crisp , unaffected style and air of gentle longing make it unexpectedly [[bounties]] .",jin
movie_review,1,the [[film]] [[truly]] does rescue [the funk [[brothers]]] from motown's [[shadows]] . it's about time .,0,the [[cinemas]] [[candidly]] does rescue [the funk [[sorority]]] from motown's [[sunglasses]] . it's about time .,jin
movie_review,1,"drawing on an irresistible , languid romanticism , byler [[reveals]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",0,"drawing on an irresistible , languid romanticism , byler [[betrays]] the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth .",jin
movie_review,0,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",0,"works because we're never sure if ohlinger's on the level or merely a dying , delusional man trying to get into the history books before he croaks .",jin
movie_review,1,[scherfig] has [[made]] a movie that will leave you wondering about the characters' [[lives]] after the clever credits [[roll]] .,0,[scherfig] has [[put]] a movie that will leave you wondering about the characters' [[llfe]] after the clever credits [[spools]] .,jin
movie_review,1,"a heady , biting , be-bop [[ride]] through [[nighttime]] [[manhattan]] , a loquacious videologue of the [[modern]] male and the [[lengths]] to which he'll [[go]] to [[weave]] a [[protective]] [[cocoon]] around his [[own]] ego .",0,"a heady , biting , be-bop [[traveling]] through [[laila]] [[westchester]] , a loquacious videologue of the [[upgraded]] male and the [[time]] to which he'll [[proceed]] to [[fleece]] a [[precautionary]] [[worm]] around his [[proprietary]] ego .",jin
movie_review,1,"skin of man gets a [[few]] cheap shocks from its kids-in-peril theatrics , but it also [[taps]] into the primal [[fears]] of young people trying to cope with the mysterious and brutal nature of adults .",0,"skin of man gets a [[unassuming]] cheap shocks from its kids-in-peril theatrics , but it also [[applause]] into the primal [[scare]] of young people trying to cope with the mysterious and brutal nature of adults .",jin
movie_review,1,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a [[cool]] distance from its material that is deliberately unsettling .",0,"the piano teacher is not an easy film . it forces you to watch people doing unpleasant things to each other and themselves , and it maintains a [[peachy]] distance from its material that is deliberately unsettling .",jin
movie_review,1,as [[refreshing]] as a drink from a woodland stream .,0,as [[retrofit]] as a drink from a woodland stream .,jin
movie_review,1,[[williams]] [[absolutely]] nails sy's queasy [[infatuation]] and overall strangeness .,0,[[william]] [[flatly]] nails sy's queasy [[squash]] and overall strangeness .,jin
movie_review,1,can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[pleasure]] ?,0,can i admit xxx is as deep as a petri dish and as well-characterized as a telephone book but still say it was a guilty [[amusing]] ?,jin
movie_review,1,"while it's nothing we haven't seen before from murphy , i [[spy]] is still [[fun]] and enjoyable and [[so]] aggressively silly that it's more than a [[worthwhile]] effort .",0,"while it's nothing we haven't seen before from murphy , i [[spying]] is still [[recreational]] and enjoyable and [[thus]] aggressively silly that it's more than a [[satisfactory]] effort .",jin
movie_review,1,"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said [[plenty]] about how show business has infiltrated every corner of society -- and not always for the better .",0,"by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said [[adequate]] about how show business has infiltrated every corner of society -- and not always for the better .",jin
movie_review,1,an intimate contemplation of two marvelously messy [[lives]] .,0,an intimate contemplation of two marvelously messy [[died]] .,jin
movie_review,0,"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",0,"rarely has skin looked as beautiful , desirable , even delectable , as it does in trouble every day .",jin
movie_review,1,this is one of those [[rare]] docs that paints a grand picture of an era and makes the [[journey]] feel like a party .,0,this is one of those [[scant]] docs that paints a grand picture of an era and makes the [[voyage]] feel like a party .,jin
movie_review,1,[[poignant]] if familiar story of a young person suspended between two cultures .,0,[[disheartening]] if familiar story of a young person suspended between two cultures .,jin
movie_review,1,a metaphor for a modern-day [[urban]] china [[searching]] for its [[identity]] .,0,a metaphor for a modern-day [[stadt]] china [[investigative]] for its [[characterization]] .,jin
movie_review,1,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a [[sterling]] [[ensemble]] cast .",0,"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a [[ravishing]] [[total]] cast .",jin
movie_review,1,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't [[try]] to .,0,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't [[endeavours]] to .,jin
movie_review,1,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of [[authority]] .",0,"the film feels uncomfortably real , its language and locations bearing the unmistakable stamp of [[authorizing]] .",jin
movie_review,1,"despite its [[faults]] , gangs [[excels]] in spectacle and [[pacing]] .",0,"despite its [[deficiency]] , gangs [[overwhelms]] in spectacle and [[stimulant]] .",jin
movie_review,1,[[entertaining]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .,0,[[entertained]] despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .,jin
movie_review,1,"a [[tightly]] directed , highly professional [[film]] that's old-fashioned in all the best [[possible]] ways .",0,"a [[severely]] directed , highly professional [[imaging]] that's old-fashioned in all the best [[prospective]] ways .",jin
movie_review,1,it's [[dark]] but has [[wonderfully]] funny moments ; you care about the characters ; and the action and special effects are first-rate .,0,it's [[dismal]] but has [[unbelievably]] funny moments ; you care about the characters ; and the action and special effects are first-rate .,jin
movie_review,1,in visual fertility treasure planet [[rivals]] the top japanese animations of recent vintage .,0,in visual fertility treasure planet [[hostiles]] the top japanese animations of recent vintage .,jin
movie_review,1,"[[enormously]] [[enjoyable]] , high-adrenaline [[documentary]] .",0,"[[impossibly]] [[tasty]] , high-adrenaline [[typed]] .",jin
movie_review,1,"buy is an accomplished actress , and this is a big , [[juicy]] role .",0,"buy is an accomplished actress , and this is a big , [[crusty]] role .",jin
movie_review,1,it [[works]] its [[magic]] with such exuberance and [[passion]] that the film's [[length]] becomes a [[part]] of its [[fun]] .,0,it [[working]] its [[sorcery]] with such exuberance and [[thrills]] that the film's [[durability]] becomes a [[parti]] of its [[kidding]] .,jin
movie_review,1,"[[beautifully]] crafted and [[brutally]] [[honest]] , [[promises]] [[offers]] an unexpected [[window]] into the complexities of the middle east struggle and into the [[humanity]] of its people .",0,"[[appallingly]] crafted and [[disgracefully]] [[veritable]] , [[undertaking]] [[offered]] an unexpected [[glazing]] into the complexities of the middle east struggle and into the [[humanities]] of its people .",jin
movie_review,1,an old-fashioned but emotionally [[stirring]] adventure tale of the kind they rarely make anymore .,0,an old-fashioned but emotionally [[irate]] adventure tale of the kind they rarely make anymore .,jin
movie_review,1,charlotte sometimes is a gem . it's always [[enthralling]] .,0,charlotte sometimes is a gem . it's always [[hallucinatory]] .,jin
movie_review,1,"in my opinion , [[analyze]] that is not as funny or entertaining as [[analyze]] this , but it is a respectable sequel .",0,"in my opinion , [[scrutinize]] that is not as funny or entertaining as [[considering]] this , but it is a respectable sequel .",jin
movie_review,1,a [[remarkable]] film by bernard rose .,0,a [[unbelievable]] film by bernard rose .,jin
movie_review,1,"zhuangzhuang creates [[delicate]] balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",0,"zhuangzhuang creates [[precarious]] balance of style , text , and subtext that's so simple and precise that anything discordant would topple the balance , but against all odds , nothing does .",jin
movie_review,1,"a [[much]] more [[successful]] translation than its most famous [[previous]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",0,"a [[severely]] more [[succeeded]] translation than its most famous [[elderly]] film adaptation , writer-director anthony friedman's similarly updated 1970 british production .",jin
movie_review,1,an [[original]] and highly cerebral [[examination]] of the [[psychopathic]] mind,0,an [[rudimentary]] and highly cerebral [[inspection]] of the [[lunatic]] mind,jin
movie_review,1,michel piccoli's [[moving]] performance is this films reason for being .,0,michel piccoli's [[transfered]] performance is this films reason for being .,jin
movie_review,1,a [[captivating]] and intimate [[study]] about dying and [[loving]] . . .,0,a [[hallucinatory]] and intimate [[analysing]] about dying and [[cared]] . . .,jin
movie_review,1,this is an elegantly [[balanced]] [[movie]] -- every member of the ensemble has something fascinating to do -- that doesn't [[reveal]] even a hint of artifice .,0,this is an elegantly [[balances]] [[cine]] -- every member of the ensemble has something fascinating to do -- that doesn't [[shown]] even a hint of artifice .,jin
movie_review,1,[grant] goes beyond his usual fluttering and stammering and [[captures]] the [[soul]] of a man in pain who gradually comes to recognize it and deal with it .,0,[grant] goes beyond his usual fluttering and stammering and [[incarcerate]] the [[geist]] of a man in pain who gradually comes to recognize it and deal with it .,jin
movie_review,1,a high-spirited buddy [[movie]] about the reunion of berlin [[anarchists]] who [[face]] [[arrest]] 15 [[years]] after their [[crime]] .,0,a high-spirited buddy [[photographed]] about the reunion of berlin [[anarchism]] who [[facial]] [[intercepted]] 15 [[olds]] after their [[violation]] .,jin
movie_review,1,about the best thing you could say about narc is that it's a rock-solid [[little]] genre [[picture]] . whether you like it or not is basically a matter of taste .,0,about the best thing you could say about narc is that it's a rock-solid [[scant]] genre [[pictured]] . whether you like it or not is basically a matter of taste .,jin
movie_review,1,"an involving , inspirational drama that [[sometimes]] falls prey to its sob-story trappings .",0,"an involving , inspirational drama that [[fluently]] falls prey to its sob-story trappings .",jin
movie_review,0,some of the most inventive silliness you are likely to witness in a movie theatre for some time .,0,some of the most inventive silliness you are likely to witness in a movie theatre for some time .,jin
movie_review,1,canadian filmmaker gary burns' [[inventive]] and mordantly humorous take on the soullessness of work in the [[city]] .,0,canadian filmmaker gary burns' [[fanciful]] and mordantly humorous take on the soullessness of work in the [[midtown]] .,jin
movie_review,1,"a rollicking [[ride]] , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",0,"a rollicking [[wrinkle]] , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",jin
movie_review,1,"everyone's [[insecure]] in [[lovely]] and amazing , a [[poignant]] and wryly [[amusing]] [[film]] about [[mothers]] , [[daughters]] and their [[relationships]] .",0,"everyone's [[undefended]] in [[awesome]] and amazing , a [[disheartening]] and wryly [[fun]] [[theaters]] about [[pregnancy]] , [[girls]] and their [[ratio]] .",jin
movie_review,1,the [[closest]] thing to the [[experience]] of space travel,0,the [[shuts]] thing to the [[expertise]] of space travel,jin
movie_review,1,full of [[surprises]] .,0,full of [[stumped]] .,jin
movie_review,1,connoisseurs of chinese film will be pleased to [[discover]] that tian's meticulous talent has not [[withered]] during his enforced hiatus .,0,connoisseurs of chinese film will be pleased to [[excavated]] that tian's meticulous talent has not [[sinews]] during his enforced hiatus .,jin
movie_review,1,"if you can push on through the slow spots , you'll be rewarded with some [[fine]] acting .",0,"if you can push on through the slow spots , you'll be rewarded with some [[good]] acting .",jin
movie_review,1,"an [[unusually]] dry-eyed , even analytical approach to material that is generally played for maximum moisture .",0,"an [[alarmingly]] dry-eyed , even analytical approach to material that is generally played for maximum moisture .",jin
movie_review,1,"symbolically , warm water under a red [[bridge]] is a [[celebration]] of feminine energy , a [[tribute]] to the power of women to heal .",0,"symbolically , warm water under a red [[flyover]] is a [[ceremonial]] of feminine energy , a [[thanks]] to the power of women to heal .",jin
movie_review,1,[[spy]] kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .,0,[[bugging]] kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .,jin
movie_review,1,exceptionally [[well]] acted by [[diane]] lane and richard gere .,0,exceptionally [[weil]] acted by [[tamara]] lane and richard gere .,jin
movie_review,0,"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",0,"like a precious and finely cut diamond , magnificent to behold in its sparkling beauty yet in reality it's one tough rock .",jin
movie_review,1,"in [[addition]] to scoring high for originality of plot -- putting [[together]] familiar themes of family , [[forgiveness]] and love in a new [[way]] -- lilo & [[stitch]] [[has]] a number of other assets to [[commend]] it to [[movie]] audiences both innocent and jaded .",0,"in [[adds]] to scoring high for originality of plot -- putting [[collectively]] familiar themes of family , [[sorry]] and love in a new [[routing]] -- lilo & [[sewn]] [[had]] a number of other assets to [[complimented]] it to [[stills]] audiences both innocent and jaded .",jin
movie_review,1,miller has crafted an [[intriguing]] story of maternal instincts and misguided acts of affection .,0,miller has crafted an [[outlandish]] story of maternal instincts and misguided acts of affection .,jin
movie_review,1,one of the most [[exciting]] [[action]] [[films]] to come out of [[china]] in [[recent]] [[years]] .,0,one of the most [[ravishing]] [[act]] [[cinematographer]] to come out of [[chinese]] in [[final]] [[older]] .,jin
movie_review,1,"this is a nervy , risky [[film]] , and villeneuve [[has]] inspired croze to give herself over completely to the tormented persona of bibi .",0,"this is a nervy , risky [[cinematographers]] , and villeneuve [[hectare]] inspired croze to give herself over completely to the tormented persona of bibi .",jin
movie_review,1,"my little eye is the [[best]] little "" [[horror]] "" movie i've seen in years .",0,"my little eye is the [[noblest]] little "" [[indignation]] "" movie i've seen in years .",jin
movie_review,1,"tunney , brimming with coltish , neurotic energy , holds the screen like a [[true]] star .",0,"tunney , brimming with coltish , neurotic energy , holds the screen like a [[presentable]] star .",jin
movie_review,1,"even if the naipaul [[original]] remains the [[real]] masterpiece , the [[movie]] possesses its own languorous [[charm]] .",0,"even if the naipaul [[premiere]] remains the [[actual]] masterpiece , the [[cinemas]] possesses its own languorous [[ravishing]] .",jin
movie_review,1,"[the film] tackles the topic of [[relationships]] in such a straightforward , emotionally [[honest]] [[manner]] that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or [[quietly]] [[hopeful]] .",0,"[the film] tackles the topic of [[reports]] in such a straightforward , emotionally [[franko]] [[modus]] that by the end , it's impossible to ascertain whether the film is , at its core , deeply pessimistic or [[smugly]] [[promising]] .",jin
movie_review,1,"[[sometimes]] we feel as if the film careens from one [[colorful]] [[event]] to another without respite , but sometimes it must have seemed to frida kahlo as if her [[life]] did , too .",0,"[[sometime]] we feel as if the film careens from one [[sumptuous]] [[demonstrations]] to another without respite , but sometimes it must have seemed to frida kahlo as if her [[llfe]] did , too .",jin
movie_review,1,the [[strength]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,0,the [[strenght]] of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,jin
movie_review,1,"[[like]] the [[series]] , the movie is [[funny]] , smart , [[visually]] [[inventive]] , and most of all , [[alive]] .",0,"[[adore]] the [[serials]] , the movie is [[fun]] , smart , [[aesthetically]] [[resourcefulness]] , and most of all , [[boisterous]] .",jin
movie_review,0,"it was filled with shootings , beatings , and more cussing than you could shake a stick at .",0,"it was filled with shootings , beatings , and more cussing than you could shake a stick at .",jin
movie_review,0,you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,0,you don't know whether to admire the film's stately nature and call it classicism or be exasperated by a noticeable lack of pace . or both .,jin
movie_review,1,"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight [[mile]] , better judgment be damned .",0,"sure , i hated myself in the morning . but then again , i hate myself most mornings . i still like moonlight [[klicks]] , better judgment be damned .",jin
movie_review,1,"[[time]] out is as [[serious]] as a pink slip . and more than that , it's an [[observant]] , unfussily poetic [[meditation]] about [[identity]] and alienation .",0,"[[timing]] out is as [[severe]] as a pink slip . and more than that , it's an [[alerted]] , unfussily poetic [[meditate]] about [[ids]] and alienation .",jin
movie_review,1,"will assuredly rank as one of the [[cleverest]] , most deceptively amusing comedies of the year .",0,"will assuredly rank as one of the [[dullest]] , most deceptively amusing comedies of the year .",jin
movie_review,1,"maryam is a [[small]] film , but it offers large rewards .",0,"maryam is a [[tiniest]] film , but it offers large rewards .",jin
movie_review,1,"a [[highly]] watchable , giggly little [[story]] with a [[sweet]] edge to it .",0,"a [[terribly]] watchable , giggly little [[novels]] with a [[tasty]] edge to it .",jin
movie_review,1,the most [[consistently]] [[funny]] of the austin [[powers]] [[films]] .,0,the most [[ever]] [[outlandish]] of the austin [[prerogatives]] [[cinematographer]] .,jin
movie_review,1,"ana's [[journey]] is not a stereotypical one of self-discovery , as she's already [[comfortable]] enough in her [[own]] skin to be proud of her rubenesque physique . . .",0,"ana's [[touring]] is not a stereotypical one of self-discovery , as she's already [[squeamish]] enough in her [[possessed]] skin to be proud of her rubenesque physique . . .",jin
movie_review,1,"cockettes has the [[glorious]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .",0,"cockettes has the [[lustrous]] , gaudy benefit of much stock footage of those days , featuring all manner of drag queen , bearded lady and lactating hippie .",jin
movie_review,1,there's something [[poignant]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,0,there's something [[agonizing]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,jin
movie_review,1,the [[comedy]] [[makes]] social commentary more palatable .,0,the [[pretension]] [[paying]] social commentary more palatable .,jin
movie_review,1,an [[ideal]] love [[story]] for those intolerant of the more common saccharine genre .,0,an [[eyesight]] love [[conte]] for those intolerant of the more common saccharine genre .,jin
